id,rikishi,losses,matches,wins,pct,top_rank,favored_kimarite,alt_shikona2,alt_shikona3
54,Ohinode,159,308,149,0.48,Maegashira9,yorikiri,,
67,Tochinofuji,164,311,147,0.47,Maegashira11,oshidashi,,
4104,Takanosato,52,197,145,0.74,Yokozuna,yorikiri,,
1319,Tachihikari,160,305,145,0.48,Maegashira15,uwatenage,,
226,Wakatenro,176,321,145,0.45,Juryo2,oshidashi,,
5984,Shirononami,163,308,145,0.47,Juryo4,yorikiri,Shiraishi,
4112,Kotokaze,78,222,144,0.65,Ozeki,yorikiri,,
1397,Ishinriki,162,304,142,0.47,Juryo1,shitatenage,,
32,Akinoshu,146,288,142,0.49,Maegashira9,yorikiri,,
4102,Aobajo,186,327,141,0.43,Sekiwake,yorikiri,,
7143,Amakaze,151,292,141,0.48,Maegashira13,yorikiri,Kawanari,
1405,Amuru,142,282,140,0.5,Maegashira5,yorikiri,,
1326,Tsunenoyama,163,302,139,0.46,Maegashira12,yorikiri,Nishinoryu,
296,Yoshiazuma,194,333,139,0.42,Maegashira12,yorikiri,,
138,Sentoryu,141,278,137,0.49,Maegashira12,oshidashi,Kaishinzan,
149,Juzan,188,325,137,0.42,Juryo2,oshidashi,,
75,Daihisho,135,271,136,0.5,Maegashira10,yorikiri,,
4091,Washuyama,135,270,135,0.5,Maegashira11,yorikiri,,
57,Yamato,127,258,131,0.51,Maegashira12,yorikiri,,
6766,Kiyoseumi,117,248,131,0.53,Maegashira13,hatakikomi,Ichihara,
11989,Yamaguchi,159,285,126,0.44,Maegashira16,hatakikomi,Daikiho,
122,Daimanazuru,153,278,125,0.45,Maegashira16,yorikiri,,
59,Susanoumi,154,278,124,0.45,Juryo2,oshidashi,Kanesaku,Masakabuto
222,Sumanofuji,170,294,124,0.42,Juryo9,oshidashi,,
4128,Kotochitose,134,257,123,0.48,Maegashira14,yorikiri,,
1365,Hananofuji,132,255,123,0.48,Juryo1,yorikiri,,
1313,Komafudo,139,261,122,0.47,Maegashira13,yorikiri,Hananowaka,
12040,Daishoho,137,253,116,0.46,Maegashira9,yorikiri,,
4133,Takarakuni,146,261,115,0.44,Maegashira2,yorikiri,Saisu,
91,Hoshiandesu,127,242,115,0.48,Juryo2,hatakikomi,,
1385,Tochiakagi,133,247,114,0.46,Maegashira12,yorikiri,,
12406,Mitoryu,118,232,114,0.49,Maegashira15,yorikiri,,
4139,Koryu,117,229,112,0.49,Maegashira4,yorikiri,,
76,Hoshitango,141,251,110,0.44,Juryo3,hatakikomi,,
204,Ryuho,140,250,110,0.44,Maegashira16,yorikiri,,
924,Wakakirin,105,213,108,0.51,Maegashira9,oshidashi,Suzukawa,
1031,Ryuo,121,227,106,0.47,Maegashira8,oshidashi,,
1215,Takanoyama,142,248,106,0.43,Maegashira12,tottari,,
1323,Kumao,127,231,104,0.45,Juryo5,oshidashi,,
12412,Enho,111,215,104,0.48,Maegashira4,shitatenage,,
11980,Wakamotoharu,72,176,104,0.59,Sekiwake,yorikiri,,
1377,Iwatefuji,125,228,103,0.45,Juryo6,yorikiri,Futasekaze,
784,Daishodai,121,220,99,0.45,Juryo1,yorikiri,,
12077,Takagenji,102,199,97,0.49,Maegashira10,yorikiri,,
4134,Oyutaka,131,226,95,0.42,Komusubi,yorikiri,,
1476,Otaka,105,200,95,0.47,Juryo4,yorikiri,,
1104,Hoshihikari,105,199,94,0.47,Juryo1,yorikiri,,
116,Nakao,114,207,93,0.45,Maegashira12,oshidashi,Wakatsutomu,
12425,Yago,91,184,93,0.51,Maegashira10,yorikiri,,
56,Masutsuyoshi,132,224,92,0.41,Juryo6,yorikiri,,
69,Towanoyama,95,187,92,0.49,Maegashira13,yorikiri,Otakayama,
1266,Nionoumi,111,203,92,0.45,Maegashira16,oshidashi,,
77,Yutakafuji,109,200,91,0.46,Juryo5,yorikiri,Osuzuki,
4332,Tochinohana,106,196,90,0.46,Juryo4,yorikiri,,
12362,Ichiyamamoto,103,193,90,0.47,Maegashira8,oshidashi,,
12449,Kotoshoho,107,197,90,0.46,Maegashira3,oshidashi,Kototebakari,
4118,Amanoyama,115,204,89,0.44,Maegashira8,oshidashi,,
929,Kirinowaka,113,202,89,0.44,Juryo4,yorikiri,,
1329,Daigaku,83,171,88,0.51,Juryo2,yorikiri,,
1417,Ichinowatari,92,178,86,0.48,Juryo5,yorikiri,,
6769,Yamamotoyama,90,175,85,0.49,Maegashira9,yorikiri,,
82,Tochitenko,103,186,83,0.45,Juryo4,yorikiri,,
68,Gokenzan,109,191,82,0.43,Juryo6,yorikiri,Goto,
65,Dewataira,89,171,82,0.48,Juryo4,yorikiri,,
2930,Tokusegawa,72,154,82,0.53,Maegashira4,yorikiri,,
130,Kaido,94,175,81,0.46,Juryo4,yorikiri,Tanaka,Kaito
124,Sumiya,94,174,80,0.46,Juryo5,oshidashi,Saigo,
1366,Takanomine,92,171,79,0.46,Maegashira12,yorikiri,,
1327,Yoshinobori,107,186,79,0.42,Juryo4,oshidashi,,
74,Kotokanyu,110,188,78,0.41,Juryo7,oshidashi,,
4132,Wakanofuji,77,154,77,0.5,Maegashira3,yorikiri,,
4141,Nankairyu,62,137,75,0.55,Maegashira2,oshidashi,,
6527,Wakanoho,65,140,75,0.54,Maegashira1,yorikiri,,
12352,Midorifuji,78,152,74,0.49,Maegashira1,katasukashi,,
4077,Fujizakura,95,165,70,0.42,Maegashira1,oshidashi,,
174,Mutsuhokkai,84,154,70,0.45,Juryo6,yorikiri,,
6042,Masuraumi,86,156,70,0.45,Juryo5,oshidashi,Kurosawa,
1291,Sunahama,71,140,69,0.49,Juryo5,yorikiri,,
4080,Kitanoumi,35,102,67,0.66,Yokozuna,yorikiri,,
12453,Oho,69,136,67,0.49,Maegashira6,oshidashi,,
4319,Harunafuji,76,139,63,0.45,Juryo2,yorikiri,,
168,Hokutoiwa,84,146,62,0.42,Juryo10,oshidashi,,
2831,Hoshikaze,64,126,62,0.49,Juryo3,uwatenage,,
167,Tamamitsukuni,88,147,59,0.4,Juryo7,yorikiri,Tamanokuni,
6600,Tochihiryu,93,152,59,0.39,Juryo7,oshidashi,,
9077,Kizenryu,93,152,59,0.39,Juryo11,uwatenage,,
12427,Tomokaze,36,94,58,0.62,Maegashira3,hatakikomi,,
4122,Kurosegawa,70,127,57,0.45,Maegashira14,yorikiri,,
1349,Kotohakusan,69,126,57,0.45,Juryo4,yorikiri,,
1324,Terunoumi,71,128,57,0.45,Maegashira15,yorikiri,Hayashi,Daikiko
7125,Tanzo,66,123,57,0.46,Juryo6,yorikiri,Terashita,
199,Kuniazuma,53,107,54,0.5,Juryo4,kotenage,,
2835,Shironoryu,80,133,53,0.4,Juryo1,oshidashi,,
12255,Chiyonoumi,67,120,53,0.44,Juryo8,oshidashi,,
7138,Daishoumi,59,110,51,0.46,Juryo10,yorikiri,Mori,
12351,Nishikifuji,55,106,51,0.48,Maegashira3,yorikiri,,
1134,Tsurugidake,66,116,50,0.43,Maegashira16,oshidashi,,
1127,Hokutokuni,53,102,49,0.48,Juryo6,oshidashi,,
7127,Asabenkei,63,111,48,0.43,Juryo7,oshidashi,,
4050,Takamiyama,79,126,47,0.37,Maegashira2,yorikiri,,
4336,Tamakirin,48,95,47,0.49,Juryo6,yorikiri,Taue,
177,Mutetsuyama,64,111,47,0.42,Juryo11,oshidashi,Kurimoto,
1058,Wakanoshima,67,114,47,0.41,Juryo7,yorikiri,,
11918,Akua,84,131,47,0.36,Maegashira10,hatakikomi,,
144,Ryudo,56,102,46,0.45,Juryo8,yorikiri,Ikemori,
12314,Hiradoumi,44,90,46,0.51,Maegashira5,yorikiri,,
251,Wakatoryu,42,87,45,0.52,Juryo3,oshidashi,Nodera,
11729,Kimikaze,51,96,45,0.47,Maegashira13,tsukiotoshi,Naoe,
4103,Banryuyama,66,109,43,0.39,Maegashira14,yorikiri,,
1370,Morinosato,63,106,43,0.41,Juryo9,yorikiri,Takamichi,
300,Dairaido,52,95,43,0.45,Juryo2,oshidashi,Raido,
247,Oga,51,94,43,0.46,Juryo6,tsukiotoshi,,
1355,Goken,46,88,42,0.48,Juryo5,yorikiri,Morita,
1368,Ryukozan,21,63,42,0.67,Maegashira10,yorikiri,Miyata,
1321,Dewanokuni,54,95,41,0.43,Juryo3,yorikiri,,
6013,Dewahayate,54,95,41,0.43,Juryo9,yorikiri,,
4330,Wakatsukuba,56,96,40,0.42,Juryo8,yorikiri,,
84,Tomikaze,59,99,40,0.4,Juryo8,yorikiri,,
4125,Shinko,52,90,38,0.42,Juryo6,hatakikomi,,
1423,Wakanoumi,31,69,38,0.55,Juryo4,yorikiri,Hanaguruma,Hanaogi
4323,Shiraiwa,70,107,37,0.35,Juryo7,uwatenage,,
61,Hokutohikari,42,79,37,0.47,Juryo10,oshidashi,,
101,Dewanofuji,57,94,37,0.39,Juryo9,oshidashi,,
11943,Hakuyozan,40,77,37,0.48,Juryo3,oshidashi,,
4322,Sanofuji,49,85,36,0.42,Juryo5,oshidashi,,
1325,Wakatosho,41,77,36,0.47,Juryo9,yorikiri,,
2909,Sakigake,53,88,35,0.4,Juryo10,yorikiri,,
4318,Tengoyama,43,77,34,0.44,Juryo7,yorikiri,,
1351,Ryugahama,44,78,34,0.44,Juryo7,yorikiri,,
1451,Tochiizumi,37,69,32,0.46,Juryo3,yorikiri,,
134,Fukuzono,36,68,32,0.47,Juryo9,yorikiri,Tsurunofuji,
1381,Dewanoshima,52,83,31,0.37,Juryo8,yorikiri,,
4334,Takuetsuyama,35,66,31,0.47,Juryo5,yorikiri,,
4321,Kaio,36,67,31,0.46,Juryo7,oshidashi,,
372,Chokairyu,33,63,30,0.48,Juryo9,oshidashi,,
1097,Oniarashi,51,81,30,0.37,Juryo7,oshidashi,,
662,Kotoyutaka,50,79,29,0.37,Juryo5,yorikiri,,
79,Kotoiwakuni,40,68,28,0.41,Juryo12,hatakikomi,Kotofujimoto,
8154,Higonojo,38,66,28,0.42,Juryo9,oshidashi,,
4316,Kakureizan,31,58,27,0.47,Juryo2,yorikiri,,
1300,Daiki,37,63,26,0.41,Juryo10,yorikiri,,
11947,Rikishin,34,60,26,0.43,Juryo10,yorikiri,,
4306,Ofuji,25,50,25,0.5,Juryo7,yorikiri,,
133,Genkai,38,63,25,0.4,Juryo12,oshidashi,,
1293,Chiyonowaka,36,61,25,0.41,Juryo9,yorikiri,,
7109,Chiyoarashi,33,58,25,0.43,Juryo10,oshidashi,,
132,Kotonomine,36,60,24,0.4,Juryo13,yorikiri,,
239,Maikaze,29,52,23,0.44,Juryo10,oshidashi,,
365,Kotokuni,42,65,23,0.35,Juryo4,oshidashi,,
12646,Hokuseiho,23,46,23,0.5,Maegashira6,yorikiri,,
4328,Hanaarashi,31,53,22,0.42,Juryo9,yorikiri,,
12076,Takanofuji,19,41,22,0.54,Juryo12,yorikiri,Takayoshitoshi,
12721,Kinbozan,24,46,22,0.48,Maegashira5,oshidashi,,
4097,Tamakiyama,26,46,20,0.43,Juryo11,oshidashi,,
140,Ohidake,27,47,20,0.43,Juryo7,yorikiri,,
1322,Hidenoumi,32,51,19,0.37,Juryo9,yorikiri,,
209,Asanonami,20,39,19,0.49,Juryo3,yorikiri,Ota,
103,Tochifudo,31,49,18,0.37,Juryo12,oshidashi,,
6622,Masakaze,34,52,18,0.35,Juryo12,yorikiri,Kitazono,
11972,Daiseido,37,54,17,0.31,Juryo12,oshidashi,,
1496,Seionada,36,52,16,0.31,Juryo9,oshidashi,,
1371,Ryujuyama,19,35,16,0.46,Juryo8,yorikiri,,
6012,Dewaotori,29,45,16,0.36,Juryo10,yorikiri,,
511,Yotsuguruma,29,45,16,0.36,Juryo8,yorikiri,,
12470,Kizakiumi,17,33,16,0.48,Juryo3,oshidashi,,
1433,Kitafubuki,22,37,15,0.41,Juryo9,yorikiri,,
1520,Hidenohana,17,31,14,0.45,Juryo5,hatakikomi,,
191,Kiyonofuji,18,32,14,0.44,Juryo11,oshidashi,,
1298,Kotoarashi,22,36,14,0.39,Juryo9,katasukashi,,
7111,Irodori,23,37,14,0.38,Juryo13,oshidashi,,
4109,Kotogatake,18,31,13,0.42,Juryo10,yorikiri,,
4325,Kiyomidake,18,31,13,0.42,Juryo13,oshidashi,,
4333,Tachinofuji,24,37,13,0.35,Juryo11,yorikiri,Tatsufuji,
1341,Seifuriki,22,35,13,0.37,Juryo12,yorikiri,Seifu,
1340,Taishin,21,34,13,0.38,Juryo9,kotenage,Murai,
83,Arashi,21,34,13,0.38,Juryo10,oshidashi,,
12162,Shonannoumi,5,18,13,0.72,Maegashira14,oshidashi,,
1357,Yamanishiki,22,34,12,0.35,Juryo10,tsukiotoshi,Yamazaki,
147,Toyonokuni,14,26,12,0.46,Juryo13,oshidashi,Minami,
240,Ichinotani,23,35,12,0.34,Juryo12,yorikiri,,
1054,Hitenryu,21,33,12,0.36,Juryo13,yorikiri,Mochimaru,
12320,Churanoumi,24,36,12,0.33,Juryo2,oshidashi,Kizaki,
1373,Fukunosato,16,27,11,0.41,Juryo13,yorikiri,,
1190,Kaonishiki,17,28,11,0.39,Juryo6,tsukiotoshi,,
940,Kotomisen,23,34,11,0.32,Juryo12,oshidashi,,
11809,Kotokuzan,22,33,11,0.33,Maegashira16,hatakikomi,,
12117,Bushozan,23,34,11,0.32,Maegashira14,oshidashi,,
12688,Gonoyama,5,16,11,0.69,Maegashira13,oshidashi,,
12796,Hakuoho,4,15,11,0.73,Maegashira17,yorikiri,,
4087,Wakajishi,18,28,10,0.36,Juryo2,oshidashi,,
4329,Fujinosato,12,21,9,0.43,Juryo13,yorikiri,,
1470,Tenkoyama,9,18,9,0.5,Juryo13,yorikiri,,
785,Furuichi,24,33,9,0.27,Juryo12,kainahineri,Komidori,
11850,Chiyozakura,18,27,9,0.33,Juryo11,yorikiri,,
12075,Kaisho,7,16,9,0.56,Juryo14,yorikiri,,
143,Daiden,10,18,8,0.44,Juryo13,yorikiri,,
5977,Takamifuji,12,20,8,0.4,Juryo13,oshidashi,,
1137,Sensho,22,30,8,0.27,Juryo14,yorikiri,,
12285,Asagyokusei,11,19,8,0.42,Juryo14,yorikiri,Tamaki,
4303,Suiryu,12,19,7,0.37,Juryo13,yorikiri,,
4324,Genkaiho,12,19,7,0.37,Juryo11,yorikiri,Rinho,
1383,Sekinohana,15,22,7,0.32,Juryo11,uwatenage,,
1344,Akinomine,13,20,7,0.35,Juryo11,hatakikomi,,
1318,Shigenoumi,13,20,7,0.35,Juryo11,yorikiri,,
238,Umenosato,11,18,7,0.39,Juryo13,yorikiri,,
1316,Oyamato,11,18,7,0.39,Juryo12,oshidashi,Shirasaki,
95,Hidenokuni,13,20,7,0.35,Juryo13,oshidashi,,
2820,Nakanokuni,12,19,7,0.37,Juryo12,oshidashi,,
4327,Hiyama,12,18,6,0.33,Juryo12,oshidashi,,
4331,Iyozakura,14,20,6,0.3,Juryo11,yorikiri,Ichiki,
1512,Fukuryudake,10,16,6,0.38,Juryo12,yorikiri,,
4337,Kiyononada,9,15,6,0.4,Juryo13,yorikiri,,
104,Wakaazuma,11,17,6,0.35,Juryo13,oshidashi,,
216,Raiko,15,21,6,0.29,Juryo11,oshidashi,,
12367,Ryuko,14,20,6,0.3,Juryo12,yorikiri,,
12664,Atamifuji,12,18,6,0.33,Maegashira15,yorikiri,,
4119,Kotowaka,11,16,5,0.31,Juryo13,yorikiri,,
4135,Oko,12,17,5,0.29,Juryo12,oshidashi,,
4326,Hanaryu,15,20,5,0.25,Juryo12,sukuinage,Shushi,
1360,Oishida,15,20,5,0.25,Juryo13,yorikiri,,
1152,Daiyubu,10,15,5,0.33,Juryo10,oshidashi,,
8903,Keitenkai,5,10,5,0.5,Juryo11,yorikiri,Kei,
12140,Takaryu,11,16,5,0.31,Juryo13,hatakikomi,,
4111,Zaonishiki,11,15,4,0.27,Juryo10,sukuinage,,
1653,Asahizakura,1,5,4,0.8,Makushita1,yorikiri,,
1346,Kengaku,12,16,4,0.25,Juryo11,yorikiri,,
1328,Yamanakayama,14,18,4,0.22,Juryo13,oshidashi,,
205,Fujinohana,3,7,4,0.57,Makushita1,yorikiri,Goto,
6512,Hishofuji,11,15,4,0.27,Juryo13,yorikiri,,
12015,Gokushindo,12,16,4,0.25,Juryo13,yorikiri,,
12575,Tohakuryu,6,10,4,0.4,Juryo1,hatakikomi,,
4129,Hakuryuyama,12,15,3,0.2,Juryo11,tsukidashi,,
5064,Byakuhoyama,2,5,3,0.6,Makushita2,tottari,,
4991,Shishuyama,7,10,3,0.3,Makushita1,yorikiri,,
1392,Akinokuni,1,4,3,0.75,Makushita1,shitatenage,,
86,Futatsukuba,14,17,3,0.18,Juryo13,sakatottari,,
1225,Asahimaru,6,9,3,0.33,Makushita2,yorikiri,Asamiyoshi,
136,Dewanosato,12,15,3,0.2,Juryo14,yorikiri,,
6506,Kairyu,1,4,3,0.75,Makushita2,oshidashi,,
4095,Wakanohana,4,6,2,0.33,Yokozuna,uwatenage,,
5070,Arai,2,4,2,0.5,Makushita3,hatakikomi,,
1430,Minenofuji,1,3,2,0.67,Makushita4,sukuinage,,
4315,Arashifuji,1,3,2,0.67,Makushita4,hatakikomi,Fujinoiwa,
4335,Ojishi,16,18,2,0.11,Juryo11,oshidashi,,
1463,Maemiyama,0,2,2,1.0,Makushita5,oshidashi,,
1418,Koganefuji,3,5,2,0.4,Makushita1,okuridashi,,
1336,Takanonada,2,4,2,0.5,Makushita2,tsukiotoshi,Nakajima,
128,Nishikikaze,3,5,2,0.4,Makushita1,oshidashi,,
126,Tochinoyama,3,5,2,0.4,Makushita2,oshidashi,,
102,Asahibenten,3,5,2,0.4,Makushita2,katasukashi,,
11764,Horyuyama,0,2,2,1.0,Makushita1,oshidashi,,
12717,Oshoma,2,4,2,0.5,Juryo3,oshidashi,,
6775,Hakusan,0,1,1,1.0,Makushita9,oshidashi,,
4988,Naruyama,1,2,1,0.5,Makushita2,sotogake,,
1442,Yuho,1,2,1,0.5,Makushita4,kubinage,,
5123,Amamifuji,0,1,1,1.0,Makushita4,uwatedashinage,,
1387,Suginohana,1,2,1,0.5,Makushita1,tsukitaoshi,,
1388,Tochisagami,2,3,1,0.33,Makushita1,oshidashi,,
1391,Mitsueyama,0,1,1,1.0,Makushita6,oshidashi,,
1393,Daishoryu,1,2,1,0.5,Makushita3,okuridashi,,
1394,Wakadozan,1,2,1,0.5,Makushita3,oshidashi,,
1395,Daitengo,3,4,1,0.25,Makushita1,yorikiri,,
188,Genkainami,1,2,1,0.5,Makushita3,kotenage,,
1398,Nanfu,1,2,1,0.5,Makushita1,tsukidashi,,
118,Midorifuji,3,4,1,0.25,Makushita1,hatakikomi,,
80,Otoryu,2,3,1,0.33,Makushita3,tsukitaoshi,,
106,Torafusuyama,2,3,1,0.33,Makushita5,uwatenage,,
315,Nadatsukasa,0,1,1,1.0,Makushita4,oshidashi,,
244,Kaishozan,0,1,1,1.0,Makushita2,uwatenage,,
1109,Daishoma,2,3,1,0.33,Makushita4,yoritaoshi,,
335,Shoketsu,1,2,1,0.5,Makushita4,oshitaoshi,,
866,Surugatsukasa,3,4,1,0.25,Makushita1,yorikiri,,
1052,Kihonoumi,0,1,1,1.0,Makushita2,tsukiotoshi,,
12484,Asanowaka,0,1,1,1.0,Juryo4,tsukidashi,,
12516,Roga,1,2,1,0.5,Juryo2,yorikiri,,
11976,Tamashoho,0,1,1,1.0,Juryo5,tsukiotoshi,,
6773,Taigiyama,4,4,0,0.0,Makushita4,none,,
6780,Tochiomi,1,1,0,0.0,Makushita8,none,,
4312,Kotonoryu,1,1,0,0.0,Makushita5,none,,
5063,Suiseizan,2,2,0,0.0,Makushita6,none,,
1390,Kondo,2,2,0,0.0,Makushita5,none,Toshoho,
1489,Maenoarashi,1,1,0,0.0,Makushita4,none,,
1425,Tobimaru,1,1,0,0.0,Makushita2,none,,
5051,Kyokueiko,1,1,0,0.0,Makushita5,none,,
1382,Takamishu,2,2,0,0.0,Makushita2,none,,
1384,Takamio,2,2,0,0.0,Makushita2,none,,
1386,Fuchita,1,1,0,0.0,Makushita3,none,,
159,Kiyota,2,2,0,0.0,Makushita2,none,,
178,Shoeito,5,5,0,0.0,Makushita3,none,Kirinowaka,
108,Ominato,1,1,0,0.0,Makushita3,none,,
119,Takamihana,1,1,0,0.0,Makushita4,none,,
121,Masunobori,1,1,0,0.0,Makushita2,none,,
312,Hokutomine,1,1,0,0.0,Makushita2,none,,
264,Shishio,3,3,0,0.0,Makushita1,none,,
334,Hokutojo,1,1,0,0.0,Makushita4,none,,
180,Wakainami,1,1,0,0.0,Makushita2,none,,
90,Fukkoyama,2,2,0,0.0,Makushita3,none,,
6643,Shimoda,1,1,0,0.0,Makushita1,none,,
1053,Kasugakuni,2,2,0,0.0,Makushita1,none,,
6483,Maeta,1,1,0,0.0,Makushita3,none,,
2858,Tochitsubasa,3,3,0,0.0,Makushita4,none,,
489,Chokozan,1,1,0,0.0,Makushita5,none,,
6476,Hakiai,1,1,0,0.0,Makushita2,none,,
9064,Tochiyashiki,1,1,0,0.0,Makushita4,none,,
6445,Shoho,1,1,0,0.0,Makushita4,none,,
9097,Kansei,1,1,0,0.0,Makushita3,none,,
6458,Yamatofuji,2,2,0,0.0,Makushita2,none,,
6646,Higoarashi,1,1,0,0.0,Makushita2,none,,
7156,Hokaho,1,1,0,0.0,Makushita7,none,,
8901,Kisenoyama,3,3,0,0.0,Makushita2,none,,
11965,Tochimaru,1,1,0,0.0,Makushita3,none,,
12141,Shiba,1,1,0,0.0,Makushita5,none,,
12369,Murata,1,1,0,0.0,Makushita1,none,,
11949,Kotodaigo,2,2,0,0.0,Makushita2,none,,
12013,Shimazuumi,1,1,0,0.0,Juryo3,none,,
